case,recipe,query,baseline,p25_ns,median_ns,p75_ns,median_over_handwritten,fused_over_baseline,logical_bytes,delivered_bytes,transferred_bytes,file_bytes,delivered_fraction,decoded_rows,planner_ns
7,"Nullable(FOR(Delta(BitPack)))",SUM_70PCT,fused_decode,1594927.7,1595872.3,1598382.7,0.3767,1.0000,14689,14800,14800,15008,0.986141,16384,6223.0
7,"Nullable(FOR(Delta(BitPack)))",SUM_70PCT,interpreted_plan,66248425.0,66302777.0,66331530.0,15.6498,0.0241,10964,11144,11144,15008,0.742537,11703,6223.0
7,"Nullable(FOR(Delta(BitPack)))",SUM_70PCT,generated_full_page_access,1098512.2,1099115.8,1101046.0,0.2594,1.4520,10784,15008,15008,15008,1.000000,11703,6223.0
7,"Nullable(FOR(Delta(BitPack)))",SUM_70PCT,generated,1145109.5,1145785.5,1146774.2,0.2704,1.3928,10784,10952,10952,15008,0.729744,11703,6223.0
7,"Nullable(FOR(Delta(BitPack)))",SUM_70PCT,handwritten_monomorphized,4234001.0,4236644.0,4238767.0,1.0000,0.3767,10784,10952,10952,15008,0.729744,11703,6223.0
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_1PCT,full_decode,1597241.0,1597855.3,1600205.3,26.2346,0.9864,14689,14800,14800,15008,0.986141,16384,6221.7
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_1PCT,fused_decode,1572764.3,1576079.7,1578860.3,25.8770,1.0000,14689,14800,14800,15008,0.986141,16384,6221.7
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_1PCT,interpreted_plan,804275.7,804941.5,805295.5,13.2160,1.9580,924,1128,1128,15008,0.075160,163,6221.7
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_1PCT,generated_full_page_access,16739.0,16744.5,16755.8,0.2749,94.1249,920,15008,15008,15008,1.000000,163,6221.7
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_1PCT,generated,17926.0,17939.7,17984.4,0.2945,87.8544,920,1064,1064,15008,0.070896,163,6221.7
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_1PCT,handwritten_monomorphized,60891.9,60906.5,60960.3,1.0000,25.8770,920,1064,1064,15008,0.070896,163,6221.7
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_70PCT,full_decode,1618552.7,1620332.3,1622378.3,0.3821,0.9891,14689,14800,14800,15008,0.986141,16384,6178.8
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_70PCT,fused_decode,1601036.7,1602749.3,1603724.0,0.3780,1.0000,14689,14800,14800,15008,0.986141,16384,6178.8
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_70PCT,interpreted_plan,66171170.0,66179743.0,66234655.0,15.6077,0.0242,10964,11144,11144,15008,0.742537,11703,6178.8
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_70PCT,generated_full_page_access,1118134.2,1119228.2,1121063.8,0.2640,1.4320,10784,15008,15008,15008,1.000000,11703,6178.8
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_70PCT,generated,1163759.8,1165349.5,1167518.0,0.2748,1.3753,10784,10952,10952,15008,0.729744,11703,6178.8
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_70PCT,handwritten_monomorphized,4233489.0,4240210.0,4244055.0,1.0000,0.3780,10784,10952,10952,15008,0.729744,11703,6178.8
7,"Nullable(FOR(Delta(BitPack)))",FILTER_POINT,full_decode,1603510.3,1605630.3,1607700.0,0.2769,0.9856,14689,14800,14800,15008,0.986141,16384,6234.2
7,"Nullable(FOR(Delta(BitPack)))",FILTER_POINT,fused_decode,1579848.3,1582429.0,1583450.3,0.2729,1.0000,14689,14800,14800,15008,0.986141,16384,6234.2
7,"Nullable(FOR(Delta(BitPack)))",FILTER_POINT,interpreted_plan,90963050.0,90998283.0,91073415.0,15.6906,0.0174,14941,14992,14992,15008,0.998934,16384,6234.2
7,"Nullable(FOR(Delta(BitPack)))",FILTER_POINT,generated_full_page_access,1532848.3,1533719.3,1538597.0,0.2645,1.0318,14689,15008,15008,15008,1.000000,16384,6234.2
7,"Nullable(FOR(Delta(BitPack)))",FILTER_POINT,generated,1573682.3,1575201.7,1577641.7,0.2716,1.0046,14689,14800,14800,15008,0.986141,16384,6234.2
7,"Nullable(FOR(Delta(BitPack)))",FILTER_POINT,handwritten_monomorphized,5792637.0,5799527.0,5802713.0,1.0000,0.2729,14689,14800,14800,15008,0.986141,16384,6234.2
7,"Nullable(FOR(Delta(BitPack)))",FILTER_50PCT,full_decode,1622565.7,1623066.3,1627926.7,0.2793,0.9886,14689,14800,14800,15008,0.986141,16384,6254.2
7,"Nullable(FOR(Delta(BitPack)))",FILTER_50PCT,fused_decode,1603741.0,1604598.7,1607867.0,0.2762,1.0000,14689,14800,14800,15008,0.986141,16384,6254.2
7,"Nullable(FOR(Delta(BitPack)))",FILTER_50PCT,interpreted_plan,90974098.0,91020337.0,91220045.0,15.6653,0.0176,14941,14992,14992,15008,0.998934,16384,6254.2
7,"Nullable(FOR(Delta(BitPack)))",FILTER_50PCT,generated_full_page_access,1550394.7,1552921.3,1557839.0,0.2673,1.0333,14689,15008,15008,15008,1.000000,16384,6254.2
7,"Nullable(FOR(Delta(BitPack)))",FILTER_50PCT,generated,1597171.0,1597775.0,1598569.7,0.2750,1.0043,14689,14800,14800,15008,0.986141,16384,6254.2
7,"Nullable(FOR(Delta(BitPack)))",FILTER_50PCT,handwritten_monomorphized,5804586.0,5810314.0,5816773.0,1.0000,0.2762,14689,14800,14800,15008,0.986141,16384,6254.2
8,"Patch(FOR(Delta(BitPack)))",GET,full_decode,188081.5,188268.0,188678.6,103.0139,0.8990,13648,13656,13656,13696,0.997079,16384,2331.2
8,"Patch(FOR(Delta(BitPack)))",GET,fused_decode,169227.1,169250.2,169317.2,92.6080,1.0000,13648,13656,13656,13696,0.997079,16384,2331.2
8,"Patch(FOR(Delta(BitPack)))",GET,interpreted_plan,1913.3,1917.0,1925.2,1.0489,88.2904,706,888,888,13696,0.064836,1,2331.2
8,"Patch(FOR(Delta(BitPack)))",GET,generated_full_page_access,1154.2,1160.0,1161.5,0.6347,145.9084,706,13696,13696,13696,1.000000,1,2331.2
8,"Patch(FOR(Delta(BitPack)))",GET,generated,1497.4,1506.7,1509.2,0.8244,112.3314,706,888,888,13696,0.064836,1,2331.2
8,"Patch(FOR(Delta(BitPack)))",GET,handwritten_monomorphized,1822.1,1827.6,1833.0,1.0000,92.6080,706,888,888,13696,0.064836,1,2331.2
8,"Patch(FOR(Delta(BitPack)))",SUM_1PCT,full_decode,187692.5,187807.3,188550.7,8.5950,0.9363,13648,13656,13656,13696,0.997079,16384,2421.4
8,"Patch(FOR(Delta(BitPack)))",SUM_1PCT,fused_decode,175677.6,175841.8,175927.6,8.0474,1.0000,13648,13656,13656,13696,0.997079,16384,2421.4
8,"Patch(FOR(Delta(BitPack)))",SUM_1PCT,interpreted_plan,937351.4,937593.6,937685.8,42.9090,0.1875,962,1144,1144,13696,0.083528,163,2421.4
8,"Patch(FOR(Delta(BitPack)))",SUM_1PCT,generated_full_page_access,4023.0,4023.3,4025.9,0.1841,43.7060,962,13696,13696,13696,1.000000,163,2421.4
8,"Patch(FOR(Delta(BitPack)))",SUM_1PCT,generated,4652.9,4657.4,4660.7,0.2131,37.7556,962,1144,1144,13696,0.083528,163,2421.4
8,"Patch(FOR(Delta(BitPack)))",SUM_1PCT,handwritten_monomorphized,21806.6,21850.8,21857.3,1.0000,8.0474,962,1144,1144,13696,0.083528,163,2421.4
8,"Patch(FOR(Delta(BitPack)))",SUM_70PCT,full_decode,195795.1,195885.6,196228.5,0.2712,0.9617,13648,13656,13656,13696,0.997079,16384,5569.9
8,"Patch(FOR(Delta(BitPack)))",SUM_70PCT,fused_decode,188133.9,188378.5,188487.5,0.2608,1.0000,13648,13656,13656,13696,0.997079,16384,5569.9
8,"Patch(FOR(Delta(BitPack)))",SUM_70PCT,interpreted_plan,67748397.0,67783860.0,67804561.0,93.8369,0.0028,9985,10072,10072,13696,0.735397,11703,5569.9
8,"Patch(FOR(Delta(BitPack)))",SUM_70PCT,generated_full_page_access,132183.8,132226.8,132319.1,0.1830,1.4247,9985,13696,13696,13696,1.000000,11703,5569.9
8,"Patch(FOR(Delta(BitPack)))",SUM_70PCT,generated,136851.0,137040.1,137109.7,0.1897,1.3746,9985,10072,10072,13696,0.735397,11703,5569.9
8,"Patch(FOR(Delta(BitPack)))",SUM_70PCT,handwritten_monomorphized,722109.7,722358.3,723171.2,1.0000,0.2608,9985,10072,10072,13696,0.735397,11703,5569.9
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_1PCT,full_decode,188994.8,189103.5,189240.2,8.5517,0.9326,13648,13656,13656,13696,0.997079,16384,2389.4
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_1PCT,fused_decode,176271.0,176357.9,176777.5,7.9753,1.0000,13648,13656,13656,13696,0.997079,16384,2389.4
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_1PCT,interpreted_plan,937571.6,937974.2,938887.6,42.4175,0.1880,962,1144,1144,13696,0.083528,163,2389.4
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_1PCT,generated_full_page_access,4307.0,4307.6,4315.4,0.1948,40.9408,962,13696,13696,13696,1.000000,163,2389.4
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_1PCT,generated,4966.7,4967.2,4976.8,0.2246,35.5045,962,1144,1144,13696,0.083528,163,2389.4
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_1PCT,handwritten_monomorphized,22081.8,22112.9,22128.0,1.0000,7.9753,962,1144,1144,13696,0.083528,163,2389.4
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_70PCT,full_decode,213354.4,213563.8,213801.0,0.2874,0.9290,13648,13656,13656,13696,0.997079,16384,5516.1
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_70PCT,fused_decode,198224.3,198394.6,198778.0,0.2670,1.0000,13648,13656,13656,13696,0.997079,16384,5516.1
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_70PCT,interpreted_plan,67808147.0,67835628.0,67858722.0,91.2973,0.0029,9985,10072,10072,13696,0.735397,11703,5516.1
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_70PCT,generated_full_page_access,141276.3,141333.3,141486.6,0.1902,1.4037,9985,13696,13696,13696,1.000000,11703,5516.1
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_70PCT,generated,145551.7,145622.7,145782.0,0.1960,1.3624,9985,10072,10072,13696,0.735397,11703,5516.1
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_70PCT,handwritten_monomorphized,742635.3,743019.2,744423.0,1.0000,0.2670,9985,10072,10072,13696,0.735397,11703,5516.1
8,"Patch(FOR(Delta(BitPack)))",FILTER_POINT,full_decode,201211.6,201553.4,201567.5,0.2007,0.9091,13648,13656,13656,13696,0.997079,16384,6865.3
8,"Patch(FOR(Delta(BitPack)))",FILTER_POINT,fused_decode,183053.3,183225.0,183367.1,0.1824,1.0000,13648,13656,13656,13696,0.997079,16384,6865.3
8,"Patch(FOR(Delta(BitPack)))",FILTER_POINT,interpreted_plan,93852237.0,93916413.0,93971516.0,93.5090,0.0020,13648,13656,13656,13696,0.997079,16384,6865.3
8,"Patch(FOR(Delta(BitPack)))",FILTER_POINT,generated_full_page_access,172904.9,173055.5,173087.7,0.1723,1.0588,13648,13696,13696,13696,1.000000,16384,6865.3
8,"Patch(FOR(Delta(BitPack)))",FILTER_POINT,generated,178210.0,178228.9,178407.4,0.1775,1.0280,13648,13656,13656,13696,0.997079,16384,6865.3
8,"Patch(FOR(Delta(BitPack)))",FILTER_POINT,handwritten_monomorphized,1003625.8,1004357.0,1004742.5,1.0000,0.1824,13648,13656,13656,13696,0.997079,16384,6865.3
8,"Patch(FOR(Delta(BitPack)))",FILTER_50PCT,full_decode,217562.6,217635.3,217781.7,0.2135,0.9201,13648,13656,13656,13696,0.997079,16384,6812.5
8,"Patch(FOR(Delta(BitPack)))",FILTER_50PCT,fused_decode,199810.3,200249.8,200523.9,0.1964,1.0000,13648,13656,13656,13696,0.997079,16384,6812.5
8,"Patch(FOR(Delta(BitPack)))",FILTER_50PCT,interpreted_plan,94122241.0,94188570.0,94216001.0,92.4005,0.0021,13648,13656,13656,13696,0.997079,16384,6812.5
8,"Patch(FOR(Delta(BitPack)))",FILTER_50PCT,generated_full_page_access,189883.1,190026.0,190350.7,0.1864,1.0538,13648,13696,13696,13696,1.000000,16384,6812.5
8,"Patch(FOR(Delta(BitPack)))",FILTER_50PCT,generated,195441.0,195465.4,195687.8,0.1918,1.0245,13648,13656,13656,13696,0.997079,16384,6812.5
8,"Patch(FOR(Delta(BitPack)))",FILTER_50PCT,handwritten_monomorphized,1018445.2,1019351.8,1021434.8,1.0000,0.1964,13648,13656,13656,13696,0.997079,16384,6812.5
9,"Frame(Dictionary(RLE(BitPack)))",GET,full_decode,71481.5,71541.4,71862.5,14.2253,0.7919,2439,625,625,625,1.000000,16384,1468.1
9,"Frame(Dictionary(RLE(BitPack)))",GET,fused_decode,56411.1,56652.2,56748.2,11.2647,1.0000,2439,625,625,625,1.000000,16384,1468.1
9,"Frame(Dictionary(RLE(BitPack)))",GET,interpreted_plan,4973.1,4979.8,4984.8,0.9902,11.3764,661,625,625,625,1.000000,1,1468.1
9,"Frame(Dictionary(RLE(BitPack)))",GET,generated_full_page_access,4952.9,4953.4,4963.7,0.9849,11.4369,661,625,625,625,1.000000,1,1468.1
9,"Frame(Dictionary(RLE(BitPack)))",GET,generated,5019.1,5024.3,5028.9,0.9990,11.2756,661,625,625,625,1.000000,1,1468.1
9,"Frame(Dictionary(RLE(BitPack)))",GET,handwritten_monomorphized,5023.0,5029.2,5034.5,1.0000,11.2647,661,625,625,625,1.000000,1,1468.1
9,"Frame(Dictionary(RLE(BitPack)))",SUM_1PCT,full_decode,71775.4,71952.5,72079.1,12.8190,0.7829,2439,625,625,625,1.000000,16384,1480.7
9,"Frame(Dictionary(RLE(BitPack)))",SUM_1PCT,fused_decode,56282.2,56330.3,56427.4,10.0358,1.0000,2439,625,625,625,1.000000,16384,1480.7
9,"Frame(Dictionary(RLE(BitPack)))",SUM_1PCT,interpreted_plan,173114.3,173268.3,173384.7,30.8693,0.3251,686,625,625,625,1.000000,163,1480.7
9,"Frame(Dictionary(RLE(BitPack)))",SUM_1PCT,generated_full_page_access,5533.4,5540.0,5545.0,0.9870,10.1679,686,625,625,625,1.000000,163,1480.7
9,"Frame(Dictionary(RLE(BitPack)))",SUM_1PCT,generated,5580.5,5583.7,5587.2,0.9948,10.0884,686,625,625,625,1.000000,163,1480.7
9,"Frame(Dictionary(RLE(BitPack)))",SUM_1PCT,handwritten_monomorphized,5606.0,5613.0,5624.0,1.0000,10.0358,686,625,625,625,1.000000,163,1480.7
9,"Frame(Dictionary(RLE(BitPack)))",SUM_70PCT,full_decode,79479.3,79604.7,79738.6,1.8398,0.7112,2439,625,625,625,1.000000,16384,1482.6
9,"Frame(Dictionary(RLE(BitPack)))",SUM_70PCT,fused_decode,56602.9,56612.9,56711.8,1.3084,1.0000,2439,625,625,625,1.000000,16384,1482.6
9,"Frame(Dictionary(RLE(BitPack)))",SUM_70PCT,interpreted_plan,7940253.0,7954375.0,7971521.0,183.8397,0.0071,2104,625,625,625,1.000000,11703,1482.6
9,"Frame(Dictionary(RLE(BitPack)))",SUM_70PCT,generated_full_page_access,43257.7,43287.7,43319.0,1.0005,1.3078,2028,625,625,625,1.000000,11703,1482.6
9,"Frame(Dictionary(RLE(BitPack)))",SUM_70PCT,generated,43253.6,43328.2,43366.2,1.0014,1.3066,2028,625,625,625,1.000000,11703,1482.6
9,"Frame(Dictionary(RLE(BitPack)))",SUM_70PCT,handwritten_monomorphized,43165.2,43268.0,43365.3,1.0000,1.3084,2028,625,625,625,1.000000,11703,1482.6
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,full_decode,71939.6,72231.8,72423.5,12.8569,0.8188,2439,625,625,625,1.000000,16384,1484.3
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,fused_decode,58929.2,59139.9,60003.1,10.5266,1.0000,2439,625,625,625,1.000000,16384,1484.3
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,interpreted_plan,173288.0,173681.4,173860.6,30.9144,0.3405,686,625,625,625,1.000000,163,1484.3
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,generated_full_page_access,5524.9,5537.4,5544.6,0.9856,10.6800,686,625,625,625,1.000000,163,1484.3
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,generated,5558.3,5575.3,5585.6,0.9924,10.6076,686,625,625,625,1.000000,163,1484.3
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,handwritten_monomorphized,5608.9,5618.1,5629.3,1.0000,10.5266,686,625,625,625,1.000000,163,1484.3
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_70PCT,full_decode,98885.2,98962.7,99061.9,2.2369,0.6194,2439,625,625,625,1.000000,16384,1486.7
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_70PCT,fused_decode,61083.8,61298.1,61381.4,1.3856,1.0000,2439,625,625,625,1.000000,16384,1486.7
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_70PCT,interpreted_plan,7910559.0,7924069.0,7927965.0,179.1125,0.0077,2104,625,625,625,1.000000,11703,1486.7
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_70PCT,generated_full_page_access,44210.4,44306.6,44331.4,1.0015,1.3835,2028,625,625,625,1.000000,11703,1486.7
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_70PCT,generated,44165.0,44223.7,44251.4,0.9996,1.3861,2028,625,625,625,1.000000,11703,1486.7
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_70PCT,handwritten_monomorphized,44158.8,44240.7,44288.0,1.0000,1.3856,2028,625,625,625,1.000000,11703,1486.7
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_POINT,full_decode,101735.8,102070.7,102322.8,2.2127,0.5977,2439,625,625,625,1.000000,16384,1649.6
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_POINT,fused_decode,60875.8,61009.3,61218.1,1.3226,1.0000,2439,625,625,625,1.000000,16384,1649.6
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_POINT,interpreted_plan,11042835.0,11049395.0,11098218.0,239.5294,0.0055,2535,625,625,625,1.000000,16384,1649.6
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_POINT,generated_full_page_access,45690.4,45806.4,46044.0,0.9930,1.3319,2431,625,625,625,1.000000,16384,1649.6
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_POINT,generated,46047.4,46080.5,46217.0,0.9989,1.3240,2431,625,625,625,1.000000,16384,1649.6
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_POINT,handwritten_monomorphized,46072.8,46129.6,46212.5,1.0000,1.3226,2431,625,625,625,1.000000,16384,1649.6
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_50PCT,full_decode,110426.9,110517.0,110794.8,2.3987,0.5492,2439,625,625,625,1.000000,16384,1660.1
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_50PCT,fused_decode,60482.8,60696.8,60766.1,1.3174,1.0000,2439,625,625,625,1.000000,16384,1660.1
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_50PCT,interpreted_plan,11037197.0,11046951.0,11100592.0,239.7661,0.0055,2535,625,625,625,1.000000,16384,1660.1
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_50PCT,generated_full_page_access,46014.5,46045.6,46153.2,0.9994,1.3182,2439,625,625,625,1.000000,16384,1660.1
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_50PCT,generated,46037.8,46111.7,46181.1,1.0008,1.3163,2439,625,625,625,1.000000,16384,1660.1
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_50PCT,handwritten_monomorphized,46043.1,46073.9,46138.9,1.0000,1.3174,2439,625,625,625,1.000000,16384,1660.1
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",GET,full_decode,1941458.0,1943947.5,1948784.0,416.1724,0.9894,5223,5312,5312,5568,0.954023,16384,2114.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",GET,fused_decode,1922079.0,1923251.0,1925309.5,411.7415,1.0000,5223,5312,5312,5568,0.954023,16384,2114.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",GET,interpreted_plan,4705.6,4710.9,4714.1,1.0085,408.2523,1158,1380,1380,5568,0.247845,1,2114.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",GET,generated_full_page_access,3579.8,3587.3,3596.7,0.7680,536.1219,1158,5568,5568,5568,1.000000,1,2114.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",GET,generated,4670.0,4679.5,4689.3,1.0018,410.9985,1158,1380,1380,5568,0.247845,1,2114.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",GET,handwritten_monomorphized,4666.0,4671.0,4695.9,1.0000,411.7415,1158,1380,1380,5568,0.247845,1,2114.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_1PCT,full_decode,1942710.5,1949215.0,1953446.5,66.5619,1.0005,5223,5312,5312,5568,0.954023,16384,2121.7
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_1PCT,fused_decode,1946646.0,1950101.5,1954498.0,66.5922,1.0000,5223,5312,5312,5568,0.954023,16384,2121.7
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_1PCT,interpreted_plan,342890.4,343229.6,344203.1,11.7206,5.6816,1229,1476,1476,5568,0.265086,163,2121.7
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_1PCT,generated_full_page_access,25878.5,25904.1,25916.8,0.8846,75.2817,1225,5568,5568,5568,1.000000,163,2121.7
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_1PCT,generated,29019.1,29045.9,29081.4,0.9919,67.1387,1225,1412,1412,5568,0.253592,163,2121.7
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_1PCT,handwritten_monomorphized,29246.3,29284.2,29302.3,1.0000,66.5922,1225,1412,1412,5568,0.253592,163,2121.7
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_70PCT,full_decode,1957452.0,1958398.5,1965104.0,1.3710,0.9906,5223,5312,5312,5568,0.954023,16384,2153.7
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_70PCT,fused_decode,1938153.5,1940071.0,1944378.0,1.3581,1.0000,5223,5312,5312,5568,0.954023,16384,2153.7
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_70PCT,interpreted_plan,19356057.0,19433302.0,19437888.0,13.6042,0.0998,4356,4532,4532,5568,0.813937,11703,2153.7
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_70PCT,generated_full_page_access,1299373.3,1302247.3,1306597.3,0.9116,1.4898,4176,5568,5568,5568,1.000000,11703,2153.7
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_70PCT,generated,1407988.7,1410148.7,1412258.3,0.9872,1.3758,4176,4340,4340,5568,0.779454,11703,2153.7
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_70PCT,handwritten_monomorphized,1428352.3,1428475.7,1430539.0,1.0000,1.3581,4176,4340,4340,5568,0.779454,11703,2153.7
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_1PCT,full_decode,1948143.0,1950542.0,1951578.5,66.6813,0.9910,5223,5312,5312,5568,0.954023,16384,2140.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_1PCT,fused_decode,1927252.0,1933041.0,1942910.5,66.0830,1.0000,5223,5312,5312,5568,0.954023,16384,2140.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_1PCT,interpreted_plan,342078.6,342155.8,342361.9,11.6970,5.6496,1229,1476,1476,5568,0.265086,163,2140.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_1PCT,generated_full_page_access,25956.7,25980.9,26030.2,0.8882,74.4024,1225,5568,5568,5568,1.000000,163,2140.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_1PCT,generated,29221.3,29233.5,29265.6,0.9994,66.1243,1225,1412,1412,5568,0.253592,163,2140.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_1PCT,handwritten_monomorphized,29239.6,29251.7,29265.3,1.0000,66.0830,1225,1412,1412,5568,0.253592,163,2140.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_70PCT,full_decode,1977382.0,1984502.5,1985083.5,1.3918,0.9799,5223,5312,5312,5568,0.954023,16384,2168.5
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_70PCT,fused_decode,1936120.5,1944648.0,1947001.5,1.3638,1.0000,5223,5312,5312,5568,0.954023,16384,2168.5
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_70PCT,interpreted_plan,19397227.0,19405319.0,19414373.0,13.6092,0.1002,4356,4532,4532,5568,0.813937,11703,2168.5
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_70PCT,generated_full_page_access,1319773.7,1321129.0,1323145.3,0.9265,1.4720,4176,5568,5568,5568,1.000000,11703,2168.5
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_70PCT,generated,1421862.7,1426172.7,1432538.7,1.0002,1.3635,4176,4340,4340,5568,0.779454,11703,2168.5
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_70PCT,handwritten_monomorphized,1422620.7,1425892.0,1427768.3,1.0000,1.3638,4176,4340,4340,5568,0.779454,11703,2168.5
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_POINT,full_decode,1979240.0,1980206.5,1980356.5,1.0240,0.9830,5223,5312,5312,5568,0.954023,16384,2232.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_POINT,fused_decode,1943501.5,1946460.5,1948394.0,1.0065,1.0000,5223,5312,5312,5568,0.954023,16384,2232.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_POINT,interpreted_plan,26406883.0,26453112.0,26473492.0,13.6793,0.0736,5475,5504,5504,5568,0.988506,16384,2232.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_POINT,generated_full_page_access,1834759.0,1838599.5,1839706.5,0.9508,1.0587,5223,5568,5568,5568,1.000000,16384,2232.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_POINT,generated,1935359.5,1939741.0,1944372.5,1.0031,1.0035,5223,5312,5312,5568,0.954023,16384,2232.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_POINT,handwritten_monomorphized,1929620.5,1933802.0,1937132.0,1.0000,1.0065,5223,5312,5312,5568,0.954023,16384,2232.2
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_50PCT,full_decode,1985809.5,1988313.0,1998293.5,1.0299,0.9802,5223,5312,5312,5568,0.954023,16384,2232.5
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_50PCT,fused_decode,1941703.5,1948949.5,1954297.5,1.0095,1.0000,5223,5312,5312,5568,0.954023,16384,2232.5
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_50PCT,interpreted_plan,26417969.0,26459592.0,26493642.0,13.7051,0.0737,5475,5504,5504,5568,0.988506,16384,2232.5
