case,recipe,query,node,operation,row_start,row_end,guarantee,closure,logical_bytes,delivered_bytes,possible_fields,reason
5,"Nullable(Patch(FOR(Delta(BitPack))))",FILTER_50PCT,5,ReadRange { field: FieldId(8), bytes: Span { start: 0, end: 11565 } },0,15420,PhysicalBytes,runtime_refined,0,0,"8","bit range depends on runtime-refined parent rows"
5,"Nullable(Patch(FOR(Delta(BitPack))))",FILTER_50PCT,6,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
6,"Frame(Nullable(FOR(BitPack)))",GET,0,LoadMetadata { field: FieldId(0) },8199,8200,PhysicalBytes,exact,512,512,"",""
6,"Frame(Nullable(FOR(BitPack)))",GET,1,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
6,"Frame(Nullable(FOR(BitPack)))",GET,2,ReadRange { field: FieldId(3), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"3","FOR child rows are runtime-refined"
6,"Frame(Nullable(FOR(BitPack)))",GET,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 32768 } },0,15420,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
6,"Frame(Nullable(FOR(BitPack)))",GET,4,MaterializeRows,8199,8200,ExactScalar,exact,0,0,"",""
6,"Frame(Nullable(FOR(BitPack)))",SUM_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,512,512,"",""
6,"Frame(Nullable(FOR(BitPack)))",SUM_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
6,"Frame(Nullable(FOR(BitPack)))",SUM_1PCT,2,ReadRange { field: FieldId(3), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"3","FOR child rows are runtime-refined"
6,"Frame(Nullable(FOR(BitPack)))",SUM_1PCT,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 32768 } },0,15420,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
6,"Frame(Nullable(FOR(BitPack)))",SUM_1PCT,4,AggregateEncoded,8111,8274,ExactScalar,exact,0,0,"",""
6,"Frame(Nullable(FOR(BitPack)))",BETWEEN_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,512,512,"",""
6,"Frame(Nullable(FOR(BitPack)))",BETWEEN_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
6,"Frame(Nullable(FOR(BitPack)))",BETWEEN_1PCT,2,ReadRange { field: FieldId(3), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"3","FOR child rows are runtime-refined"
6,"Frame(Nullable(FOR(BitPack)))",BETWEEN_1PCT,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 32768 } },0,15420,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
6,"Frame(Nullable(FOR(BitPack)))",BETWEEN_1PCT,4,RefineCandidates,8111,8274,ExactBitmap,exact,0,0,"",""
6,"Frame(Nullable(FOR(BitPack)))",FILTER_POINT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,512,512,"",""
6,"Frame(Nullable(FOR(BitPack)))",FILTER_POINT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
6,"Frame(Nullable(FOR(BitPack)))",FILTER_POINT,2,ReadRange { field: FieldId(3), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"3","FOR child rows are runtime-refined"
6,"Frame(Nullable(FOR(BitPack)))",FILTER_POINT,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 32768 } },0,15420,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
6,"Frame(Nullable(FOR(BitPack)))",FILTER_POINT,4,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
6,"Frame(Nullable(FOR(BitPack)))",FILTER_50PCT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,512,512,"",""
6,"Frame(Nullable(FOR(BitPack)))",FILTER_50PCT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
6,"Frame(Nullable(FOR(BitPack)))",FILTER_50PCT,2,ReadRange { field: FieldId(3), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"3","FOR child rows are runtime-refined"
6,"Frame(Nullable(FOR(BitPack)))",FILTER_50PCT,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 32768 } },0,15420,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
6,"Frame(Nullable(FOR(BitPack)))",FILTER_50PCT,4,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
7,"Nullable(FOR(Delta(BitPack)))",GET,0,LoadMetadata { field: FieldId(0) },8199,8200,PhysicalBytes,exact,576,576,"",""
7,"Nullable(FOR(Delta(BitPack)))",GET,1,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
7,"Nullable(FOR(Delta(BitPack)))",GET,2,ReadRange { field: FieldId(3), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"3","FOR child rows are runtime-refined"
7,"Nullable(FOR(Delta(BitPack)))",GET,3,SeekRestart { field: FieldId(4), restart: 0 },0,15420,PhysicalBytes,runtime_refined,0,0,"4","delta restart range is runtime-refined"
7,"Nullable(FOR(Delta(BitPack)))",GET,4,ReadRange { field: FieldId(5), bytes: Span { start: 0, end: 11565 } },0,15420,PhysicalBytes,runtime_refined,0,0,"5","bit range depends on runtime-refined parent rows"
7,"Nullable(FOR(Delta(BitPack)))",GET,5,MaterializeRows,8199,8200,ExactScalar,exact,0,0,"",""
7,"Nullable(FOR(Delta(BitPack)))",SUM_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,576,576,"",""
7,"Nullable(FOR(Delta(BitPack)))",SUM_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
7,"Nullable(FOR(Delta(BitPack)))",SUM_1PCT,2,ReadRange { field: FieldId(3), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"3","FOR child rows are runtime-refined"
7,"Nullable(FOR(Delta(BitPack)))",SUM_1PCT,3,SeekRestart { field: FieldId(4), restart: 0 },0,15420,PhysicalBytes,runtime_refined,0,0,"4","delta restart range is runtime-refined"
7,"Nullable(FOR(Delta(BitPack)))",SUM_1PCT,4,ReadRange { field: FieldId(5), bytes: Span { start: 0, end: 11565 } },0,15420,PhysicalBytes,runtime_refined,0,0,"5","bit range depends on runtime-refined parent rows"
7,"Nullable(FOR(Delta(BitPack)))",SUM_1PCT,5,AggregateEncoded,8111,8274,ExactScalar,exact,0,0,"",""
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,576,576,"",""
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_1PCT,2,ReadRange { field: FieldId(3), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"3","FOR child rows are runtime-refined"
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_1PCT,3,SeekRestart { field: FieldId(4), restart: 0 },0,15420,PhysicalBytes,runtime_refined,0,0,"4","delta restart range is runtime-refined"
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_1PCT,4,ReadRange { field: FieldId(5), bytes: Span { start: 0, end: 11565 } },0,15420,PhysicalBytes,runtime_refined,0,0,"5","bit range depends on runtime-refined parent rows"
7,"Nullable(FOR(Delta(BitPack)))",BETWEEN_1PCT,5,RefineCandidates,8111,8274,ExactBitmap,exact,0,0,"",""
7,"Nullable(FOR(Delta(BitPack)))",FILTER_POINT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,576,576,"",""
7,"Nullable(FOR(Delta(BitPack)))",FILTER_POINT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
7,"Nullable(FOR(Delta(BitPack)))",FILTER_POINT,2,ReadRange { field: FieldId(3), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"3","FOR child rows are runtime-refined"
7,"Nullable(FOR(Delta(BitPack)))",FILTER_POINT,3,SeekRestart { field: FieldId(4), restart: 0 },0,15420,PhysicalBytes,runtime_refined,0,0,"4","delta restart range is runtime-refined"
7,"Nullable(FOR(Delta(BitPack)))",FILTER_POINT,4,ReadRange { field: FieldId(5), bytes: Span { start: 0, end: 11565 } },0,15420,PhysicalBytes,runtime_refined,0,0,"5","bit range depends on runtime-refined parent rows"
7,"Nullable(FOR(Delta(BitPack)))",FILTER_POINT,5,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
7,"Nullable(FOR(Delta(BitPack)))",FILTER_50PCT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,576,576,"",""
7,"Nullable(FOR(Delta(BitPack)))",FILTER_50PCT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
7,"Nullable(FOR(Delta(BitPack)))",FILTER_50PCT,2,ReadRange { field: FieldId(3), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"3","FOR child rows are runtime-refined"
7,"Nullable(FOR(Delta(BitPack)))",FILTER_50PCT,3,SeekRestart { field: FieldId(4), restart: 0 },0,15420,PhysicalBytes,runtime_refined,0,0,"4","delta restart range is runtime-refined"
7,"Nullable(FOR(Delta(BitPack)))",FILTER_50PCT,4,ReadRange { field: FieldId(5), bytes: Span { start: 0, end: 11565 } },0,15420,PhysicalBytes,runtime_refined,0,0,"5","bit range depends on runtime-refined parent rows"
7,"Nullable(FOR(Delta(BitPack)))",FILTER_50PCT,5,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
8,"Patch(FOR(Delta(BitPack)))",GET,0,LoadMetadata { field: FieldId(0) },8199,8200,PhysicalBytes,exact,640,640,"",""
8,"Patch(FOR(Delta(BitPack)))",GET,1,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
8,"Patch(FOR(Delta(BitPack)))",GET,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 8 } },8199,8200,PhysicalBytes,exact,648,648,"",""
8,"Patch(FOR(Delta(BitPack)))",GET,3,SeekRestart { field: FieldId(5), restart: 32 },8199,8200,PhysicalBytes,exact,648,704,"",""
8,"Patch(FOR(Delta(BitPack)))",GET,4,ReadRange { field: FieldId(6), bytes: Span { start: 6144, end: 6150 } },8192,8200,PhysicalBytes,exact,654,800,"",""
8,"Patch(FOR(Delta(BitPack)))",GET,5,MaterializeRows,8199,8200,ExactScalar,exact,0,0,"",""
8,"Patch(FOR(Delta(BitPack)))",SUM_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,640,640,"",""
8,"Patch(FOR(Delta(BitPack)))",SUM_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
8,"Patch(FOR(Delta(BitPack)))",SUM_1PCT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 8 } },8111,8274,PhysicalBytes,exact,648,648,"",""
8,"Patch(FOR(Delta(BitPack)))",SUM_1PCT,3,SeekRestart { field: FieldId(5), restart: 31 },8111,8274,PhysicalBytes,exact,656,768,"",""
8,"Patch(FOR(Delta(BitPack)))",SUM_1PCT,4,ReadRange { field: FieldId(6), bytes: Span { start: 5952, end: 6206 } },7936,8274,PhysicalBytes,exact,910,1056,"",""
8,"Patch(FOR(Delta(BitPack)))",SUM_1PCT,5,AggregateEncoded,8111,8274,ExactScalar,exact,0,0,"",""
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,640,640,"",""
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_1PCT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 8 } },8111,8274,PhysicalBytes,exact,648,648,"",""
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_1PCT,3,SeekRestart { field: FieldId(5), restart: 31 },8111,8274,PhysicalBytes,exact,656,768,"",""
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_1PCT,4,ReadRange { field: FieldId(6), bytes: Span { start: 5952, end: 6206 } },7936,8274,PhysicalBytes,exact,910,1056,"",""
8,"Patch(FOR(Delta(BitPack)))",BETWEEN_1PCT,5,RefineCandidates,8111,8274,ExactBitmap,exact,0,0,"",""
8,"Patch(FOR(Delta(BitPack)))",FILTER_POINT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,640,640,"",""
8,"Patch(FOR(Delta(BitPack)))",FILTER_POINT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
8,"Patch(FOR(Delta(BitPack)))",FILTER_POINT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 8 } },0,16384,PhysicalBytes,exact,648,648,"",""
8,"Patch(FOR(Delta(BitPack)))",FILTER_POINT,3,SeekRestart { field: FieldId(5), restart: 0 },0,16384,PhysicalBytes,exact,1152,1152,"",""
8,"Patch(FOR(Delta(BitPack)))",FILTER_POINT,4,ReadRange { field: FieldId(6), bytes: Span { start: 0, end: 12288 } },0,16384,PhysicalBytes,exact,13440,13440,"",""
8,"Patch(FOR(Delta(BitPack)))",FILTER_POINT,5,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
8,"Patch(FOR(Delta(BitPack)))",FILTER_50PCT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,640,640,"",""
8,"Patch(FOR(Delta(BitPack)))",FILTER_50PCT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
8,"Patch(FOR(Delta(BitPack)))",FILTER_50PCT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 8 } },0,16384,PhysicalBytes,exact,648,648,"",""
8,"Patch(FOR(Delta(BitPack)))",FILTER_50PCT,3,SeekRestart { field: FieldId(5), restart: 0 },0,16384,PhysicalBytes,exact,1152,1152,"",""
8,"Patch(FOR(Delta(BitPack)))",FILTER_50PCT,4,ReadRange { field: FieldId(6), bytes: Span { start: 0, end: 12288 } },0,16384,PhysicalBytes,exact,13440,13440,"",""
8,"Patch(FOR(Delta(BitPack)))",FILTER_50PCT,5,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
9,"Frame(Dictionary(RLE(BitPack)))",GET,0,LoadMetadata { field: FieldId(0) },8199,8200,PhysicalBytes,exact,512,512,"",""
9,"Frame(Dictionary(RLE(BitPack)))",GET,1,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"2|3","RLE index determines intersecting run lengths and value rows"
9,"Frame(Dictionary(RLE(BitPack)))",GET,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
9,"Frame(Dictionary(RLE(BitPack)))",GET,3,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"1","decoded ids determine the referenced dictionary subset"
9,"Frame(Dictionary(RLE(BitPack)))",GET,4,MaterializeRows,8199,8200,ExactScalar,exact,0,0,"",""
9,"Frame(Dictionary(RLE(BitPack)))",SUM_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,512,512,"",""
9,"Frame(Dictionary(RLE(BitPack)))",SUM_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"2|3","RLE index determines intersecting run lengths and value rows"
9,"Frame(Dictionary(RLE(BitPack)))",SUM_1PCT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
9,"Frame(Dictionary(RLE(BitPack)))",SUM_1PCT,3,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1","decoded ids determine the referenced dictionary subset"
9,"Frame(Dictionary(RLE(BitPack)))",SUM_1PCT,4,AggregateEncoded,8111,8274,ExactScalar,exact,0,0,"",""
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,512,512,"",""
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"2|3","RLE index determines intersecting run lengths and value rows"
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,3,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1","decoded ids determine the referenced dictionary subset"
9,"Frame(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,4,RefineCandidates,8111,8274,ExactBitmap,exact,0,0,"",""
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_POINT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,512,512,"",""
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_POINT,1,TranslateDictionaryRange { dictionary: FieldId(1), entries: 3 },0,16384,PhysicalBytes,runtime_refined,0,0,"1","predicate bounds select a runtime dictionary subset"
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_POINT,2,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"2|3","RLE index determines intersecting run lengths and value rows"
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_POINT,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_POINT,4,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_50PCT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,512,512,"",""
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_50PCT,1,TranslateDictionaryRange { dictionary: FieldId(1), entries: 3 },0,16384,PhysicalBytes,runtime_refined,0,0,"1","predicate bounds select a runtime dictionary subset"
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_50PCT,2,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"2|3","RLE index determines intersecting run lengths and value rows"
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_50PCT,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
9,"Frame(Dictionary(RLE(BitPack)))",FILTER_50PCT,4,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",GET,0,LoadMetadata { field: FieldId(0) },8199,8200,PhysicalBytes,exact,960,960,"",""
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",GET,1,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",GET,2,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3|4|5","patch index determines intersecting positions and exceptions"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",GET,3,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"7|8","RLE index determines intersecting run lengths and value rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",GET,4,ReadRange { field: FieldId(9), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"9","bit range depends on runtime-refined parent rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",GET,5,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"6","decoded ids determine the referenced dictionary subset"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",GET,6,MaterializeRows,8199,8200,ExactScalar,exact,0,0,"",""
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,960,960,"",""
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_1PCT,2,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3|4|5","patch index determines intersecting positions and exceptions"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_1PCT,3,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"7|8","RLE index determines intersecting run lengths and value rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_1PCT,4,ReadRange { field: FieldId(9), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"9","bit range depends on runtime-refined parent rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_1PCT,5,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"6","decoded ids determine the referenced dictionary subset"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",SUM_1PCT,6,AggregateEncoded,8111,8274,ExactScalar,exact,0,0,"",""
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,960,960,"",""
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_1PCT,2,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3|4|5","patch index determines intersecting positions and exceptions"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_1PCT,3,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"7|8","RLE index determines intersecting run lengths and value rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_1PCT,4,ReadRange { field: FieldId(9), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"9","bit range depends on runtime-refined parent rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_1PCT,5,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"6","decoded ids determine the referenced dictionary subset"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",BETWEEN_1PCT,6,RefineCandidates,8111,8274,ExactBitmap,exact,0,0,"",""
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_POINT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,960,960,"",""
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_POINT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_POINT,2,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3|4|5","patch index determines intersecting positions and exceptions"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_POINT,3,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"7|8","RLE index determines intersecting run lengths and value rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_POINT,4,ReadRange { field: FieldId(9), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"9","bit range depends on runtime-refined parent rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_POINT,5,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"6","decoded ids determine the referenced dictionary subset"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_POINT,6,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_50PCT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,960,960,"",""
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_50PCT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_50PCT,2,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3|4|5","patch index determines intersecting positions and exceptions"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_50PCT,3,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"7|8","RLE index determines intersecting run lengths and value rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_50PCT,4,ReadRange { field: FieldId(9), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"9","bit range depends on runtime-refined parent rows"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_50PCT,5,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"6","decoded ids determine the referenced dictionary subset"
10,"Nullable(Patch(Dictionary(RLE(BitPack))))",FILTER_50PCT,6,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
11,"Frame(Patch(FOR(BitPack)))",GET,0,LoadMetadata { field: FieldId(0) },8199,8200,PhysicalBytes,exact,576,576,"",""
11,"Frame(Patch(FOR(BitPack)))",GET,1,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
11,"Frame(Patch(FOR(BitPack)))",GET,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 8 } },8199,8200,PhysicalBytes,exact,584,35658,"",""
11,"Frame(Patch(FOR(BitPack)))",GET,3,ReadRange { field: FieldId(5), bytes: Span { start: 17422, end: 17425 } },8199,8200,PhysicalBytes,exact,579,35658,"",""
11,"Frame(Patch(FOR(BitPack)))",GET,4,MaterializeRows,8199,8200,ExactScalar,exact,0,0,"",""
11,"Frame(Patch(FOR(BitPack)))",SUM_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,576,576,"",""
11,"Frame(Patch(FOR(BitPack)))",SUM_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
11,"Frame(Patch(FOR(BitPack)))",SUM_1PCT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 8 } },8111,8274,PhysicalBytes,exact,584,35658,"",""
