case,split,recipe,query,rows,selectivity,tier,plan,p25_ns,median_ns,p75_ns,logical_bytes,delivered_bytes,transferred_bytes,transfer_operations,frames_decoded,decoded_rows,file_bytes,metadata_bytes,layout_frames,restart_entries,rle_runs,dictionary_entries,patch_count,nullable_nodes
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,4915,0.29998779,mmap_hot,broad_fused,1409812.0,1410714.0,1412858.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,4915,0.29998779,buffered_hot,selective_closure,498193.0,499545.0,500857.0,2022,2192,2192,32,0,4915,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,4915,0.29998779,buffered_hot,broad_fused,1416022.0,1416382.0,1417294.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,4915,0.29998779,buffered_drop_cache,selective_closure,623790.0,625272.0,629118.0,2022,2192,2192,32,0,4915,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,4915,0.29998779,buffered_drop_cache,broad_fused,1544473.0,1545045.0,1550162.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,4915,0.29998779,memory_warm,selective_closure,464453.0,468869.0,468919.0,2022,2192,2192,32,0,4915,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,4915,0.29998779,memory_warm,broad_fused,1415351.0,1419527.0,1420909.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,4915,0.29998779,mmap_hot,selective_closure,463822.0,468589.0,469931.0,2022,2192,2192,32,0,4915,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,4915,0.29998779,mmap_hot,broad_fused,1420619.0,1422862.0,1429763.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,4915,0.29998779,buffered_hot,selective_closure,490081.0,492935.0,494397.0,2022,2192,2192,32,0,4915,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,4915,0.29998779,buffered_hot,broad_fused,1413358.0,1416083.0,1420098.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,4915,0.29998779,buffered_drop_cache,selective_closure,619454.0,621978.0,630821.0,2022,2192,2192,32,0,4915,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,4915,0.29998779,buffered_drop_cache,broad_fused,1544463.0,1547308.0,1550933.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,6553,0.39996338,memory_warm,selective_closure,608898.0,613345.0,615468.0,2327,2512,2512,39,0,6553,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,6553,0.39996338,memory_warm,broad_fused,1410493.0,1410904.0,1412838.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,6553,0.39996338,mmap_hot,selective_closure,614126.0,614446.0,615358.0,2327,2512,2512,39,0,6553,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,6553,0.39996338,mmap_hot,broad_fused,1407850.0,1408390.0,1408641.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,6553,0.39996338,buffered_hot,selective_closure,641837.0,646004.0,647125.0,2327,2512,2512,39,0,6553,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,6553,0.39996338,buffered_hot,broad_fused,1414200.0,1417053.0,1419216.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,6553,0.39996338,buffered_drop_cache,selective_closure,780544.0,782357.0,783058.0,2327,2512,2512,39,0,6553,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,6553,0.39996338,buffered_drop_cache,broad_fused,1550242.0,1550622.0,1553597.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,6553,0.39996338,memory_warm,selective_closure,607056.0,610030.0,610691.0,2327,2512,2512,39,0,6553,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,6553,0.39996338,memory_warm,broad_fused,1417244.0,1417755.0,1419517.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,6553,0.39996338,mmap_hot,selective_closure,607516.0,609629.0,611472.0,2327,2512,2512,39,0,6553,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,6553,0.39996338,mmap_hot,broad_fused,1411816.0,1413588.0,1418296.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,6553,0.39996338,buffered_hot,selective_closure,635688.0,639884.0,640446.0,2327,2512,2512,39,0,6553,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,6553,0.39996338,buffered_hot,broad_fused,1421369.0,1423503.0,1425506.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,6553,0.39996338,buffered_drop_cache,selective_closure,765852.0,778801.0,780434.0,2327,2512,2512,39,0,6553,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,6553,0.39996338,buffered_drop_cache,broad_fused,1549031.0,1556652.0,1559747.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,8192,0.50000000,memory_warm,selective_closure,771581.0,771720.0,772873.0,2765,2992,2992,48,0,8192,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,8192,0.50000000,memory_warm,broad_fused,1413728.0,1413739.0,1414369.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,8192,0.50000000,mmap_hot,selective_closure,771881.0,772202.0,772312.0,2765,2992,2992,48,0,8192,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,8192,0.50000000,mmap_hot,broad_fused,1407950.0,1409272.0,1411646.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,8192,0.50000000,buffered_hot,selective_closure,813273.0,815347.0,816138.0,2765,2992,2992,48,0,8192,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,8192,0.50000000,buffered_hot,broad_fused,1416193.0,1435251.0,1435741.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,8192,0.50000000,buffered_drop_cache,selective_closure,940933.0,953632.0,959531.0,2765,2992,2992,48,0,8192,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,8192,0.50000000,buffered_drop_cache,broad_fused,1551404.0,1561419.0,1562871.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,8192,0.50000000,memory_warm,selective_closure,765632.0,773905.0,777940.0,2765,2992,2992,48,0,8192,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,8192,0.50000000,memory_warm,broad_fused,1419517.0,1434540.0,1440979.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,8192,0.50000000,mmap_hot,selective_closure,767575.0,782707.0,783509.0,2765,2992,2992,48,0,8192,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,8192,0.50000000,mmap_hot,broad_fused,1419147.0,1433538.0,1440378.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,8192,0.50000000,buffered_hot,selective_closure,806853.0,812272.0,817419.0,2765,2992,2992,48,0,8192,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,8192,0.50000000,buffered_hot,broad_fused,1418436.0,1439788.0,1440529.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,8192,0.50000000,buffered_drop_cache,selective_closure,940503.0,948285.0,952530.0,2765,2992,2992,48,0,8192,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,8192,0.50000000,buffered_drop_cache,broad_fused,1549361.0,1558945.0,1568760.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,9830,0.59997559,memory_warm,selective_closure,932861.0,952120.0,952771.0,3246,3504,3504,58,0,9830,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,9830,0.59997559,memory_warm,broad_fused,1427219.0,1440349.0,1444734.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,9830,0.59997559,mmap_hot,selective_closure,930348.0,955054.0,956717.0,3246,3504,3504,58,0,9830,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,9830,0.59997559,mmap_hot,broad_fused,1423733.0,1436492.0,1436673.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,9830,0.59997559,buffered_hot,selective_closure,981675.0,999230.0,1000833.0,3246,3504,3504,58,0,9830,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,9830,0.59997559,buffered_hot,broad_fused,1418415.0,1441630.0,1443924.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,9830,0.59997559,buffered_drop_cache,selective_closure,1114652.0,1128593.0,1131458.0,3246,3504,3504,58,0,9830,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,9830,0.59997559,buffered_drop_cache,broad_fused,1550653.0,1565705.0,1570593.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,9830,0.59997559,memory_warm,selective_closure,921174.0,933271.0,935926.0,3246,3504,3504,58,0,9830,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,9830,0.59997559,memory_warm,broad_fused,1422671.0,1434490.0,1438926.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,9830,0.59997559,mmap_hot,selective_closure,927553.0,940673.0,941685.0,3246,3504,3504,58,0,9830,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,9830,0.59997559,mmap_hot,broad_fused,1421420.0,1432036.0,1434159.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,9830,0.59997559,buffered_hot,selective_closure,979150.0,989376.0,993602.0,3246,3504,3504,58,0,9830,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,9830,0.59997559,buffered_hot,broad_fused,1413728.0,1438025.0,1444985.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,9830,0.59997559,buffered_drop_cache,selective_closure,1115594.0,1126981.0,1130216.0,3246,3504,3504,58,0,9830,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,9830,0.59997559,buffered_drop_cache,broad_fused,1554238.0,1562991.0,1571404.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,11468,0.69995117,memory_warm,selective_closure,1075834.0,1091058.0,1092479.0,3544,3696,3696,64,0,11468,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,11468,0.69995117,memory_warm,broad_fused,1424525.0,1434990.0,1440699.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,11468,0.69995117,mmap_hot,selective_closure,1076425.0,1089695.0,1093231.0,3544,3696,3696,64,0,11468,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,11468,0.69995117,mmap_hot,broad_fused,1422151.0,1441380.0,1442201.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,11468,0.69995117,buffered_hot,selective_closure,1136294.0,1150826.0,1151658.0,3544,3696,3696,64,0,11468,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,11468,0.69995117,buffered_hot,broad_fused,1428691.0,1437504.0,1439918.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,11468,0.69995117,buffered_drop_cache,selective_closure,1254921.0,1281682.0,1285507.0,3544,3696,3696,64,0,11468,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,11468,0.69995117,buffered_drop_cache,broad_fused,1559246.0,1568920.0,1578415.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,11468,0.69995117,memory_warm,selective_closure,1065299.0,1084147.0,1084978.0,3544,3696,3696,64,0,11468,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,11468,0.69995117,memory_warm,broad_fused,1428561.0,1444635.0,1447368.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,11468,0.69995117,mmap_hot,selective_closure,1065599.0,1081453.0,1084177.0,3544,3696,3696,64,0,11468,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,11468,0.69995117,mmap_hot,broad_fused,1418175.0,1435592.0,1436353.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,11468,0.69995117,buffered_hot,selective_closure,1115895.0,1134001.0,1138067.0,3544,3696,3696,64,0,11468,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,11468,0.69995117,buffered_hot,broad_fused,1419538.0,1444074.0,1444524.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,11468,0.69995117,buffered_drop_cache,selective_closure,1250084.0,1265037.0,1284666.0,3544,3696,3696,64,0,11468,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,11468,0.69995117,buffered_drop_cache,broad_fused,1557703.0,1563562.0,1566036.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,13107,0.79998779,memory_warm,selective_closure,1231416.0,1250355.0,1250876.0,3977,4176,4176,73,0,13107,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,13107,0.79998779,memory_warm,broad_fused,1418676.0,1435050.0,1440639.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,13107,0.79998779,mmap_hot,selective_closure,1227180.0,1248703.0,1250345.0,3977,4176,4176,73,0,13107,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,13107,0.79998779,mmap_hot,broad_fused,1426467.0,1434500.0,1437454.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,13107,0.79998779,buffered_hot,selective_closure,1300560.0,1308421.0,1317616.0,3977,4176,4176,73,0,13107,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,13107,0.79998779,buffered_hot,broad_fused,1429752.0,1438165.0,1441020.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,13107,0.79998779,buffered_drop_cache,selective_closure,1420359.0,1439457.0,1449081.0,3977,4176,4176,73,0,13107,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,13107,0.79998779,buffered_drop_cache,broad_fused,1557233.0,1572645.0,1577653.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,13107,0.79998779,memory_warm,selective_closure,1220631.0,1243635.0,1247361.0,3977,4176,4176,73,0,13107,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,13107,0.79998779,memory_warm,broad_fused,1424765.0,1438456.0,1441390.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,13107,0.79998779,mmap_hot,selective_closure,1222844.0,1231828.0,1232108.0,3977,4176,4176,73,0,13107,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,13107,0.79998779,mmap_hot,broad_fused,1413608.0,1436933.0,1440568.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,13107,0.79998779,buffered_hot,selective_closure,1282533.0,1302082.0,1305237.0,3977,4176,4176,73,0,13107,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,13107,0.79998779,buffered_hot,broad_fused,1420569.0,1434119.0,1437754.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,13107,0.79998779,buffered_drop_cache,selective_closure,1418115.0,1437925.0,1438275.0,3977,4176,4176,73,0,13107,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,13107,0.79998779,buffered_drop_cache,broad_fused,1562300.0,1576892.0,1582370.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,14745,0.89996338,memory_warm,selective_closure,1383294.0,1392767.0,1395000.0,4419,4604,4604,81,0,14745,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,14745,0.89996338,memory_warm,broad_fused,1419908.0,1436763.0,1444094.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,14745,0.89996338,mmap_hot,selective_closure,1374220.0,1388551.0,1397965.0,4419,4604,4604,81,0,14745,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,14745,0.89996338,mmap_hot,broad_fused,1419798.0,1432126.0,1435260.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,14745,0.89996338,buffered_hot,selective_closure,1444104.0,1464254.0,1470433.0,4419,4604,4604,81,0,14745,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,14745,0.89996338,buffered_hot,broad_fused,1429492.0,1434930.0,1439938.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,14745,0.89996338,buffered_drop_cache,selective_closure,1580116.0,1586566.0,1602170.0,4419,4604,4604,81,0,14745,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,14745,0.89996338,buffered_drop_cache,broad_fused,1561629.0,1574288.0,1580257.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,14745,0.89996338,memory_warm,selective_closure,1365286.0,1378847.0,1379718.0,4419,4604,4604,81,0,14745,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,14745,0.89996338,memory_warm,broad_fused,1418425.0,1434029.0,1434530.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,14745,0.89996338,mmap_hot,selective_closure,1358977.0,1380769.0,1387669.0,4419,4604,4604,81,0,14745,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,14745,0.89996338,mmap_hot,broad_fused,1419777.0,1441330.0,1442261.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,14745,0.89996338,buffered_hot,selective_closure,1431155.0,1447609.0,1448571.0,4419,4604,4604,81,0,14745,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,14745,0.89996338,buffered_hot,broad_fused,1425105.0,1447109.0,1447449.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,14745,0.89996338,buffered_drop_cache,selective_closure,1555610.0,1578875.0,1599085.0,4419,4604,4604,81,0,14745,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,14745,0.89996338,buffered_drop_cache,broad_fused,1556361.0,1575190.0,1576411.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,16384,1.00000000,memory_warm,selective_closure,1503613.0,1524033.0,1525846.0,4715,4796,4796,87,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,16384,1.00000000,memory_warm,broad_fused,1426168.0,1441359.0,1444965.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,16384,1.00000000,mmap_hot,selective_closure,1506687.0,1520217.0,1521509.0,4715,4796,4796,87,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,16384,1.00000000,mmap_hot,broad_fused,1424264.0,1447959.0,1450503.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,16384,1.00000000,buffered_hot,selective_closure,1593957.0,1603762.0,1608920.0,4715,4796,4796,87,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,16384,1.00000000,buffered_hot,broad_fused,1431304.0,1443052.0,1448300.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,16384,1.00000000,buffered_drop_cache,selective_closure,1694047.0,1725133.0,1742509.0,4715,4796,4796,87,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",SUM,16384,1.00000000,buffered_drop_cache,broad_fused,1559636.0,1571173.0,1581559.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,16384,1.00000000,memory_warm,selective_closure,1483263.0,1498015.0,1503172.0,4715,4796,4796,87,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,16384,1.00000000,memory_warm,broad_fused,1420288.0,1435100.0,1439938.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,16384,1.00000000,mmap_hot,selective_closure,1480228.0,1511334.0,1512576.0,4715,4796,4796,87,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,16384,1.00000000,mmap_hot,broad_fused,1422632.0,1438376.0,1442681.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,16384,1.00000000,buffered_hot,selective_closure,1560137.0,1580777.0,1584072.0,4715,4796,4796,87,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,16384,1.00000000,buffered_hot,broad_fused,1422582.0,1423884.0,1424294.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,16384,1.00000000,buffered_drop_cache,selective_closure,1683091.0,1692414.0,1697101.0,4715,4796,4796,87,0,16384,5056,640,0,0,443,3,0,1
2,train,"Nullable(Dictionary(RLE(BitPack)))",BETWEEN,16384,1.00000000,buffered_drop_cache,broad_fused,1549882.0,1551043.0,1552205.0,4715,5056,5056,1,0,16384,5056,640,0,0,443,3,0,1
3,train,"Frame(FOR(Delta(BitPack)))",SUM,1,0.00006104,memory_warm,selective_closure,9355.6,9443.3,9451.7,624,866,866,2,1,1,866,448,1,64,0,0,0,0
3,train,"Frame(FOR(Delta(BitPack)))",SUM,1,0.00006104,memory_warm,broad_fused,139511.3,139628.0,141494.3,11208,866,866,1,1,16384,866,448,1,64,0,0,0,0
3,train,"Frame(FOR(Delta(BitPack)))",SUM,1,0.00006104,mmap_hot,selective_closure,9412.3,9488.5,9526.4,624,866,866,2,1,1,866,448,1,64,0,0,0,0
3,train,"Frame(FOR(Delta(BitPack)))",SUM,1,0.00006104,mmap_hot,broad_fused,140019.0,140389.3,141284.0,11208,866,866,1,1,16384,866,448,1,64,0,0,0,0
3,train,"Frame(FOR(Delta(BitPack)))",SUM,1,0.00006104,buffered_hot,selective_closure,11413.3,11498.5,11518.1,624,866,866,2,1,1,866,448,1,64,0,0,0,0
3,train,"Frame(FOR(Delta(BitPack)))",SUM,1,0.00006104,buffered_hot,broad_fused,141240.7,141424.3,142739.3,11208,866,866,1,1,16384,866,448,1,64,0,0,0,0
3,train,"Frame(FOR(Delta(BitPack)))",SUM,1,0.00006104,buffered_drop_cache,selective_closure,11447.0,11457.0,11467.0,624,866,866,2,1,1,866,448,1,64,0,0,0,0
