pair,predicate,actual_selectivity,known_gen_ns,known_direct_gen_ns,known_fused_ns,known_parquet_ns,complete_gen_ns,complete_direct_gen_ns,complete_fused_ns,complete_scan_ns,parquet_full_ns,parquet_filter_ns,parquet_boundary_ns,parquet_boundary_p4096_ns,parquet_boundary_p16384_ns,known_gen_over_parquet,known_direct_gen_over_parquet,complete_gen_over_scan,complete_gen_over_parquet_full,complete_gen_over_parquet_filter,complete_gen_over_parquet_boundary,complete_gen_over_parquet_boundary_p4096,complete_gen_over_parquet_boundary_p16384,complete_direct_gen_over_parquet_boundary,complete_direct_gen_over_parquet_boundary_p16384,complete_direct_gen_over_storage_gen,discovery_multiplier,discovery_share,direct_discovery_share
28,50pct,0.50000000,53186.1,29599.2,91816.9,30894.4,70559.9,30195.0,109285.8,141718.5,77219.6,86028.3,64228.1,72646.5,75409.7,1.7215,0.9581,0.4979,0.9138,0.8202,1.0986,0.9713,0.9357,0.4701,0.4004,0.4279,1.3267,0.2462,0.0197
29,0.1pct+1pct+10pct,0.22705078,89720.9,89287.7,71885.7,71366.8,191667.9,157221.9,172779.5,191105.9,83648.8,139587.4,156391.5,147586.2,142027.5,1.2572,1.2511,1.0029,2.2913,1.3731,1.2256,1.2987,1.3495,1.0053,1.1070,0.8203,2.1363,0.5319,0.4321
29,50pct,0.61572266,118533.4,118369.0,73643.7,79668.3,224712.5,188007.2,178624.5,224843.9,88583.5,151465.8,166762.2,158352.4,152403.8,1.4878,1.4858,0.9994,2.5367,1.4836,1.3475,1.4191,1.4745,1.1274,1.2336,0.8367,1.8958,0.4725,0.3704
30,0.1pct+1pct+10pct,0.57086182,106598.9,538.2,197900.6,25520.3,186426.0,936.2,277350.6,299009.0,65334.1,83174.0,77902.6,75026.1,73707.7,4.1770,0.0211,0.6235,2.8534,2.2414,2.3931,2.4848,2.5293,0.0120,0.0127,0.0050,1.7489,0.4282,0.4251
30,50pct,0.83758545,155107.1,434.1,198869.8,33617.1,243340.2,790.0,283365.7,351133.4,66776.8,92593.3,93465.6,83116.9,80164.8,4.6139,0.0129,0.6930,3.6441,2.6281,2.6035,2.9277,3.0355,0.0085,0.0099,0.0032,1.5689,0.3626,0.4505
31,0.1pct+1pct+10pct,0.57086182,76082.3,31318.1,112519.5,57101.0,155430.1,31771.6,191627.8,267168.3,107276.6,114516.6,108798.9,107254.9,111510.0,1.3324,0.5485,0.5818,1.4489,1.3573,1.4286,1.4492,1.3939,0.2920,0.2849,0.2044,2.0429,0.5105,0.0143
31,50pct,0.83758545,92129.3,41836.2,113617.6,75507.2,175827.6,42240.0,197742.9,285365.6,109536.7,134441.8,135155.8,116623.2,117347.4,1.2201,0.5541,0.6161,1.6052,1.3078,1.3009,1.5077,1.4984,0.3125,0.3600,0.2402,1.9085,0.4760,0.0096
32,0.1pct+1pct,0.17724609,1253896.0,88528.0,148754.1,77884.6,1337762.0,158448.8,228872.5,1331312.0,84552.4,142058.3,159688.9,154110.6,153496.5,16.0994,1.1367,1.0048,15.8217,9.4170,8.3773,8.6805,8.7153,0.9922,1.0323,0.1184,1.0669,0.0627,0.4413
32,10pct,0.33032227,1733283.0,146338.2,153558.1,91811.9,1827755.0,218992.6,236375.1,1824339.0,85650.4,156038.0,181692.8,176580.2,174768.7,18.8786,1.5939,1.0019,21.3397,11.7135,10.0596,10.3508,10.4581,1.2053,1.2530,0.1198,1.0545,0.0517,0.3318
32,50pct,0.60687256,1226936.0,185960.3,159614.6,91205.1,1323079.0,260378.3,243764.7,1316259.0,87777.0,155753.1,175736.5,167257.5,164988.6,13.4525,2.0389,1.0052,15.0732,8.4947,7.5288,7.9104,8.0192,1.4816,1.5782,0.1968,1.0784,0.0727,0.2858
33,0.1pct+1pct,0.17724609,76022.6,418538.8,73744.0,66671.3,156792.9,487702.2,154193.2,156727.0,71083.3,127649.6,144881.4,138218.3,139798.4,1.1403,6.2776,1.0004,2.2058,1.2283,1.0822,1.1344,1.1216,3.3662,3.4886,3.1105,2.0625,0.5151,0.1418
33,10pct,0.33032227,114400.6,592082.7,75153.6,80565.2,197493.3,664420.7,157393.0,197546.7,75268.0,142913.1,165256.4,158558.2,161435.8,1.4200,7.3491,0.9997,2.6239,1.3819,1.1951,1.2456,1.2234,4.0205,4.1157,3.3643,1.7263,0.4207,0.1089
33,50pct,0.60687256,114507.2,418245.8,75185.3,78694.4,198179.9,489352.2,158278.5,197778.2,77227.6,140309.2,158348.7,151177.8,153861.0,1.4551,5.3148,1.0020,2.5662,1.4125,1.2515,1.3109,1.2880,3.0903,3.1805,2.4692,1.7307,0.4222,0.1453
34,0.1pct,0.00103760,4625.7,661.7,72256.3,21370.3,180386.3,64374.1,248281.6,303377.2,171935.5,156358.9,98818.9,105229.1,132657.8,0.2165,0.0310,0.5946,1.0492,1.1537,1.8254,1.7142,1.3598,0.6514,0.4853,0.3569,38.9965,0.9744,0.9897
34,10pct,0.10003662,49310.8,52596.3,73980.7,51879.6,230170.8,119173.2,255090.3,351357.6,168716.9,188797.5,140605.4,141089.6,167442.2,0.9505,1.0138,0.6551,1.3642,1.2191,1.6370,1.6314,1.3746,0.8476,0.7117,0.5178,4.6678,0.7858,0.5587
34,1pct,0.01000977,9456.2,6024.5,72484.0,44984.5,186060.4,70373.5,249304.2,309943.8,171866.3,180401.9,123134.9,126231.5,153765.1,0.2102,0.1339,0.6003,1.0826,1.0314,1.5110,1.4740,1.2100,0.5715,0.4577,0.3782,19.6760,0.9492,0.9144
34,50pct,0.50018311,98532.9,152116.0,77690.2,94315.6,290566.3,227918.5,269228.6,411000.0,173367.6,236649.1,253150.1,212004.9,200614.6,1.0447,1.6128,0.7070,1.6760,1.2278,1.1478,1.3706,1.4484,0.9003,1.1361,0.7844,2.9489,0.6609,0.3326
35,0.1pct,0.00103760,8521.1,652.8,76134.3,20844.8,184232.7,64391.8,251248.7,306977.7,169013.8,155850.7,98226.9,106413.7,135727.4,0.4088,0.0313,0.6002,1.0900,1.1821,1.8756,1.7313,1.3574,0.6555,0.4744,0.3495,21.6208,0.9537,0.9899
35,10pct,0.10003662,53031.5,51166.0,77697.4,50175.1,234184.1,121242.1,258883.0,358426.2,166678.5,188684.4,139515.9,142680.6,170614.4,1.0569,1.0197,0.6534,1.4050,1.2411,1.6785,1.6413,1.3726,0.8690,0.7106,0.5177,4.4159,0.7735,0.5780
35,1pct,0.01000977,13404.8,5996.7,76330.8,43666.2,190043.3,70640.0,252640.9,313631.0,165622.4,181507.6,123836.7,129577.9,158836.0,0.3070,0.1373,0.6059,1.1474,1.0470,1.5346,1.4666,1.1965,0.5704,0.4447,0.3717,14.1773,0.9295,0.9151
35,50pct,0.50018311,101576.2,147574.7,81408.9,92567.6,294739.3,227817.1,273277.6,421923.8,171617.6,234840.1,251300.3,215106.2,203589.0,1.0973,1.5942,0.6986,1.7174,1.2551,1.1729,1.3702,1.4477,0.9066,1.1190,0.7729,2.9017,0.6554,0.3522
36,0.1pct,0.00115967,10387.4,339.0,77652.6,11600.2,40220.8,6716.8,107725.6,108950.8,148885.1,115638.9,26436.5,53811.9,87141.3,0.8955,0.0292,0.3692,0.2701,0.3478,1.5214,0.7474,0.4616,0.2541,0.0771,0.1670,3.8721,0.7417,0.9495
36,10pct,0.10040283,16504.1,19200.8,78040.0,13790.9,43996.9,26031.8,106636.9,116288.1,144948.4,118414.1,28923.7,56907.7,90002.8,1.1967,1.3923,0.3783,0.3035,0.3716,1.5211,0.7731,0.4888,0.9000,0.2892,0.5917,2.6658,0.6249,0.2624
36,1pct,0.01019287,11000.6,2141.5,77618.5,11840.8,40148.7,8874.4,106952.2,110187.1,144178.8,115767.3,26556.4,54356.9,87846.4,0.9290,0.1809,0.3644,0.2785,0.3468,1.5118,0.7386,0.4570,0.3342,0.1010,0.2210,3.6497,0.7260,0.7587
36,50pct,0.50006104,40954.4,95381.1,80586.8,41437.7,70744.1,101262.1,110450.8,145328.2,149797.2,147659.4,103588.7,91397.2,100471.4,0.9883,2.3018,0.4868,0.4723,0.4791,0.6829,0.7740,0.7041,0.9775,1.0079,1.4314,1.7274,0.4211,0.0581
37,0.1pct,0.00115967,197.4,194.4,67245.8,7725.2,30019.9,6575.2,97139.9,98799.9,117204.2,111918.6,22448.3,47070.9,77758.4,0.0256,0.0252,0.3038,0.2561,0.2682,1.3373,0.6378,0.3861,0.2929,0.0846,0.2190,152.0765,0.9934,0.9704
37,10pct,0.10040283,6333.9,6277.6,67861.2,10117.1,33532.2,13081.4,96338.6,106439.3,114148.5,115081.0,25198.5,49599.4,80570.1,0.6261,0.6205,0.3150,0.2938,0.2914,1.3307,0.6761,0.4162,0.5191,0.1624,0.3901,5.2941,0.8111,0.5201
37,1pct,0.01019287,766.6,776.9,67355.6,7995.5,29528.5,7432.5,95940.6,99674.6,112877.1,112508.9,22785.1,47340.6,78275.5,0.0959,0.0972,0.2962,0.2616,0.2625,1.2960,0.6237,0.3772,0.3262,0.0950,0.2517,38.5188,0.9740,0.8955
37,50pct,0.50006104,30423.4,30483.5,70334.9,24103.0,60148.7,36734.8,100253.0,135406.1,118145.6,130270.9,85926.8,80822.7,90587.8,1.2622,1.2647,0.4442,0.5091,0.4617,0.7000,0.7442,0.6640,0.4275,0.4055,0.6107,1.9771,0.4942,0.1702
38,0.1pct,0.00097656,10762.6,610.3,78911.7,40468.5,119532.6,60993.8,187828.0,245442.2,176809.1,177959.0,178625.3,154781.6,136533.6,0.2660,0.0151,0.4870,0.6761,0.6717,0.6692,0.7723,0.8755,0.3415,0.4467,0.5103,11.1063,0.9100,0.9900
38,10pct,0.10015869,36638.3,36253.5,80218.8,80225.9,150504.4,100599.5,192477.0,278516.7,178070.1,219131.2,225755.2,185570.7,165505.9,0.4567,0.4519,0.5404,0.8452,0.6868,0.6667,0.8110,0.9094,0.4456,0.6078,0.6684,4.1078,0.7566,0.6396
38,1pct,0.01031494,15221.3,5582.2,79895.9,81796.1,124512.6,66572.7,189269.1,251739.6,177525.6,221204.2,224077.8,189329.3,168964.6,0.1861,0.0682,0.4946,0.7014,0.5629,0.5557,0.6577,0.7369,0.2971,0.3940,0.5347,8.1802,0.8778,0.9161
38,50pct,0.50006104,96096.8,145622.5,82774.7,101201.9,221592.8,225342.1,208792.4,357270.6,182356.8,241428.8,253689.6,214881.5,194872.6,0.9496,1.4389,0.6202,1.2152,0.9178,0.8735,1.0312,1.1371,0.8883,1.1564,1.0169,2.3059,0.5663,0.3538
39,0.1pct,0.00097656,594.6,609.4,68618.2,17902.5,109652.4,60981.6,177522.0,236219.6,145119.5,154759.2,155629.6,139889.3,126194.1,0.0332,0.0340,0.4642,0.7556,0.7085,0.7046,0.7839,0.8689,0.3918,0.4832,0.5561,184.4137,0.9946,0.9900
39,10pct,0.10015869,27804.3,28369.5,70031.2,47179.4,141134.8,92371.1,183290.2,271882.4,146421.4,187250.2,192312.8,170562.5,154681.4,0.5893,0.6013,0.5191,0.9639,0.7537,0.7339,0.8275,0.9124,0.4803,0.5972,0.6545,5.0760,0.8030,0.6929
39,1pct,0.01031494,5229.1,5342.1,69612.4,49483.2,115046.8,66027.5,179302.8,241904.4,145325.2,190086.4,189847.1,173372.1,159418.5,0.1057,0.1080,0.4756,0.7917,0.6052,0.6060,0.6636,0.7217,0.3478,0.4142,0.5739,22.0013,0.9545,0.9191
39,50pct,0.50006104,89896.3,90834.5,72538.1,69562.7,219690.9,166552.8,197228.1,355598.0,149785.8,211031.3,222979.9,199804.6,184341.8,1.2923,1.3058,0.6178,1.4667,1.0410,0.9852,1.0995,1.1918,0.7469,0.9035,0.7581,2.4438,0.5908,0.4546
